module_category,component_category,year/month,number_sale
M0,P03,2006/12,0
M0,P03,2006/12,0
M0,P03,2007/2,0
M0,P03,2007/3,0
M8,P03,2005/10,168
M8,P03,2005/11,0
M8,P03,2006/2,0
M8,P03,2006/6,0
M8,P03,2006/7,0
M8,P03,2006/7,0
M8,P03,2006/8,182
M8,P03,2006/9,3992
M4,P03,2005/12,-3
M4,P03,2006/3,-20
M4,P03,2006/5,0
M5,P03,2006/3,504
M5,P03,2006/3,0
M7,P03,2006/3,61
M7,P03,2006/9,0
M1,P03,2006/4,0
M9,P03,2006/1,0
M9,P03,2006/2,0
M9,P03,2006/9,555
M3,P03,2007/7,0
M6,P03,2007/9,362
M6,P03,2007/12,0
M6,P03,2007/12,336
M2,P11,2007/4,336
M2,P11,2007/11,0
M4,P11,2005/5,118
M0,P11,2006/2,0
M0,P11,2006/5,0
M0,P11,2006/11,51
M8,P11,2006/5,585
M8,P11,2006/8,5455
M8,P11,2006/9,807
M8,P11,2006/9,244
M5,P11,2006/1,3260
M5,P11,2007/1,0
M5,P11,2007/3,0
M7,P11,2005/10,41
M7,P11,2006/8,0
M1,P11,2007/2,0
M9,P11,2005/8,0
M9,P11,2006/2,1633
M3,P11,2006/10,840
M3,P11,2007/5,672
M3,P11,2007/7,0
M3,P11,2007/9,0
M3,P11,2007/9,0
M6,P11,2007/7,0
M2,P16,2007/11,0
M2,P16,2008/1,0
M4,P16,2005/8,162
M4,P16,2005/10,110
M0,P16,2006/3,0
M0,P16,2006/5,0
M0,P16,2007/3,0
M8,P16,2006/5,2769
M8,P16,2006/7,1076
M8,P16,2006/9,0
M8,P16,2006/9,0
M4,P16,2005/11,357
M4,P16,2006/2,0
M5,P16,2005/12,0
M5,P16,2007/3,0
M7,P16,2005/12,0
M7,P16,2006/9,0
M7,P16,2006/10,0
M7,P16,2006/12,0
M7,P16,2006/12,0
M7,P16,2007/1,0
M1,P16,2006/2,0
M1,P16,2006/6,0
M9,P16,2006/4,84
M9,P16,2006/9,0
M9,P16,2006/11,39
M2,P27,2007/2,0
M2,P27,2007/6,0
M4,P27,2005/6,412
M0,P27,2006/2,0
M0,P27,2006/9,429
M0,P27,2006/10,98
M8,P27,2006/3,2361
M8,P27,2006/4,0
M8,P27,2006/7,0
M8,P27,2006/12,0
M8,P27,2006/12,0
M4,P27,2006/5,0
M5,P27,2006/6,252
M5,P27,2006/11,0
M5,P27,2006/12,0
M7,P27,2005/9,0
M7,P27,2005/9,2235
M7,P27,2006/3,0
M1,P27,2006/9,5057
M9,P27,2006/6,0
M9,P27,2006/9,1008
M3,P27,2007/1,0
M2,P21,2007/6,0
M2,P21,2007/9,0
M2,P21,2007/11,0
M4,P21,2005/2,84
M0,P21,2006/5,5590
M0,P21,2006/11,0
M0,P21,2006/12,103
M0,P21,2007/2,0
M0,P21,2007/3,0
M8,P21,2005/9,0
M8,P21,2005/12,840
M8,P21,2005/12,34
M8,P21,2006/2,1476
M8,P21,2006/5,4002
M4,P21,2006/3,0
M4,P21,2006/4,0
M5,P21,2005/9,0
M5,P21,2006/2,0
M5,P21,2006/2,3276
M5,P21,2006/6,0
M5,P21,2006/10,-1
M5,P21,2007/2,0
M5,P21,2007/3,0
M7,P21,2006/6,0
M7,P21,2006/8,437
M7,P21,2006/10,0
M1,P21,2006/5,0
M1,P21,2006/6,6233
M1,P21,2006/11,1623
M1,P21,2006/12,0
M9,P21,2006/6,1664
M3,P21,2007/1,2957
M3,P21,2007/5,0
M3,P21,2007/8,0
M2,P06,2007/12,-23
M0,P06,2006/12,0
M0,P06,2007/2,0
M8,P06,2005/10,0
M8,P06,2006/9,3325
M8,P06,2006/12,0
M4,P06,2006/4,0
M5,P06,2005/9,0
M5,P06,2006/6,671
M5,P06,2006/8,0
M5,P06,2007/3,0
M5,P06,2007/3,0
M7,P06,2005/9,21
M7,P06,2006/8,3612
M7,P06,2006/9,0
M7,P06,2007/1,0
M1,P06,2006/6,0
M1,P06,2006/10,840
M1,P06,2006/12,0
M9,P06,2005/10,21
M9,P06,2005/11,1002
M9,P06,2006/7,0
M3,P06,2007/2,0
M3,P06,2007/8,-5
M2,P23,2007/4,40320
M4,P23,2005/8,3147
M0,P23,2006/4,807
M0,P23,2006/5,41
M0,P23,2006/6,51
M0,P23,2006/7,0
M0,P23,2006/9,3744
M8,P23,2005/10,404
M8,P23,2006/1,0
M8,P23,2006/4,0
M8,P23,2006/9,0
M8,P23,2006/10,303
M8,P23,2006/10,0
M8,P23,2006/11,0
M4,P23,2006/2,0
M5,P23,2005/9,0
M5,P23,2005/11,13306
M5,P23,2006/4,101
M5,P23,2006/9,0
M5,P23,2006/11,0
M7,P23,2005/11,0
M7,P23,2006/4,756
M1,P23,2006/5,12599
M1,P23,2007/2,0
M9,P23,2005/11,0
M3,P23,2007/6,0
M3,P23,2007/9,0
M6,P23,2007/10,0
M2,P31,2007/9,0
M2,P31,2007/10,0
M4,P31,2005/6,0
M0,P31,2006/2,0
M0,P31,2006/4,0
M0,P31,2006/9,36490
M0,P31,2007/2,-52
M0,P31,2007/2,0
M8,P31,2005/9,0
M8,P31,2006/5,232
M8,P31,2006/6,0
M8,P31,2006/10,0
M4,P31,2006/3,0
M5,P31,2005/9,0
M5,P31,2005/10,0
M5,P31,2006/1,84
M5,P31,2006/10,0
M5,P31,2007/1,0
M7,P31,2005/9,0
M7,P31,2005/10,0
M7,P31,2005/12,41
M7,P31,2006/1,0
M7,P31,2006/1,0
M7,P31,2006/2,0
M1,P31,2006/2,0
M1,P31,2006/2,0
M1,P31,2006/7,0
M1,P31,2007/2,0
M9,P31,2005/9,0
M9,P31,2006/8,0
M9,P31,2006/10,614
M3,P31,2006/12,17
M3,P31,2007/1,168
M3,P31,2007/2,51
M3,P31,2007/5,0
M3,P31,2007/8,-1
M4,P09,2005/8,269
M4,P09,2005/8,101
M0,P09,2006/4,51
M0,P09,2006/5,0
M0,P09,2006/7,336
M8,P09,2005/12,1966
M8,P09,2006/12,0
M5,P09,2005/11,0
M5,P09,2005/12,4174
M5,P09,2006/6,98
M5,P09,2006/6,4797
M5,P09,2006/8,0
M5,P09,2006/8,0
M5,P09,2006/12,0
M7,P09,2005/11,0
M7,P09,2006/3,0
M7,P09,2006/3,158
M7,P09,2006/9,0
M7,P09,2007/3,0
M1,P09,2006/7,0
M1,P09,2006/11,636
M1,P09,2007/1,0
M1,P09,2007/1,0
M1,P09,2007/2,0
M9,P09,2005/9,0
M9,P09,2005/12,51
M9,P09,2006/5,0
M9,P09,2006/5,0
M9,P09,2006/9,2253
M9,P09,2006/11,0
M3,P09,2006/12,17
M6,P09,2008/2,0
M2,P10,2007/7,0
M2,P10,2007/9,168
M4,P10,2005/1,0
M4,P10,2005/9,0
M0,P10,2007/2,0
M0,P10,2007/4,0
M8,P10,2005/9,0
M8,P10,2006/1,336
M8,P10,2006/8,992
M8,P10,2006/8,34
M8,P10,2006/10,0
M5,P10,2006/1,0
M5,P10,2006/2,0
M5,P10,2006/5,-1
M5,P10,2006/7,605
M5,P10,2007/1,0
M7,P10,2006/8,437
M7,P10,2006/10,0
M7,P10,2006/12,0
M1,P10,2006/7,0
M1,P10,2007/1,286
M9,P10,2005/8,0
M9,P10,2006/6,202
M3,P10,2006/10,639
M4,P29,2005/6,353
M4,P29,2005/8,1284
M0,P29,2006/3,0
M0,P29,2006/4,0
M0,P29,2006/7,0
M0,P29,2006/9,3744
M0,P29,2006/11,54
M8,P29,2005/12,353
M8,P29,2006/9,2352
M8,P29,2006/9,0
M8,P29,2006/12,0
M4,P29,2005/11,2725
M4,P29,2006/1,219
M4,P29,2006/2,0
M5,P29,2005/9,0
M5,P29,2005/11,0
M5,P29,2006/2,0
M7,P29,2005/12,0
M7,P29,2006/4,2230
M1,P29,2006/5,0
M1,P29,2006/5,0
M1,P29,2006/10,0
M1,P29,2006/11,0
M1,P29,2007/1,0
M9,P29,2005/7,0
M3,P29,2006/11,4718
M3,P29,2007/3,367
M3,P29,2007/9,0
M3,P29,2007/9,0
M2,P25,2007/3,33387
M2,P25,2007/3,0
M4,P25,2005/4,0
M4,P25,2005/6,333
M4,P25,2005/6,1356
M0,P25,2006/8,336
M0,P25,2006/8,17
M0,P25,2007/3,0
M8,P25,2005/10,0
M8,P25,2005/11,4762
M8,P25,2006/5,1008
M8,P25,2006/10,252
M8,P25,2006/11,0
M8,P25,2006/12,0
M4,P25,2005/12,888
M5,P25,2005/9,0
M5,P25,2006/1,8251
M5,P25,2006/3,555
M5,P25,2006/5,269
M5,P25,2006/9,0
M5,P25,2006/11,-3
M5,P25,2007/1,0
M7,P25,2006/3,61
M7,P25,2006/11,0
M1,P25,2006/3,0
M1,P25,2006/8,3539
M1,P25,2007/1,0
M9,P25,2005/10,0
M9,P25,2005/11,0
M9,P25,2005/12,132
M9,P25,2006/4,0
M3,P25,2007/8,0
M3,P25,2007/9,0
M2,P13,2007/12,0
M0,P13,2006/5,0
M0,P13,2006/5,17
M0,P13,2006/9,168
M0,P13,2006/9,0
M0,P13,2007/1,0
M8,P13,2005/11,535
M8,P13,2005/12,0
M8,P13,2006/1,8977
M8,P13,2006/4,168
M8,P13,2006/11,0
M4,P13,2005/11,357
M4,P13,2005/12,0
M4,P13,2006/3,-10
M5,P13,2006/3,0
M5,P13,2006/6,0
M7,P13,2005/11,202
M7,P13,2006/1,236
M7,P13,2006/1,0
M7,P13,2006/2,0
M7,P13,2006/4,11
M7,P13,2006/8,269
M9,P13,2006/3,118
M9,P13,2006/4,11
M3,P13,2007/3,0
M3,P13,2007/9,0
M2,P08,2007/8,0
M4,P08,2005/3,756
M4,P08,2005/4,168
M4,P08,2005/8,6200
M4,P08,2005/9,21
M0,P08,2006/2,0
M0,P08,2006/3,0
M0,P08,2006/7,0
M0,P08,2006/10,0
M0,P08,2006/11,0
M8,P08,2005/11,6788
M8,P08,2005/11,51
M8,P08,2005/12,168
M8,P08,2006/5,384
M8,P08,2006/6,0
M8,P08,2006/11,0
M8,P08,2006/11,0
M4,P08,2006/1,0
M4,P08,2006/3,0
M4,P08,2006/5,-3
M5,P08,2005/11,4995
M5,P08,2006/2,3276
M5,P08,2006/3,7258
M5,P08,2006/12,0
M7,P08,2006/1,0
M7,P08,2006/8,3612
M7,P08,2006/10,0
M1,P08,2006/7,303
M9,P08,2005/12,0
M3,P08,2007/1,168
M2,P26,2007/2,168
M2,P26,2007/3,672
M2,P26,2007/3,0
M2,P26,2008/1,0
M2,P26,2008/1,0
M0,P26,2006/3,0
M0,P26,2006/8,4385
M0,P26,2007/1,0
M0,P26,2007/1,0
M8,P26,2006/5,168
M8,P26,2006/6,185
M8,P26,2006/10,0
M4,P26,2006/5,0
M5,P26,2006/7,0
M5,P26,2006/8,0
M5,P26,2006/8,168
M5,P26,2006/10,0
M5,P26,2007/3,0
M7,P26,2005/9,0
M7,P26,2005/11,202
M7,P26,2006/1,0
M7,P26,2007/3,0
M1,P26,2006/8,3539
M1,P26,2006/12,0
M9,P26,2006/2,454
M9,P26,2006/5,0
M9,P26,2006/5,61
M3,P26,2007/3,3848
M3,P26,2007/3,0
M3,P26,2007/8,-1
M3,P26,2007/8,0
M2,P18,2007/2,0
M2,P18,2007/5,0
M4,P18,2005/1,168
M4,P18,2005/2,0
M4,P18,2005/11,0
M0,P18,2006/2,0
M0,P18,2006/12,504
M0,P18,2006/12,0
M0,P18,2007/3,0
M8,P18,2006/3,1756
M8,P18,2006/4,0
M8,P18,2006/4,0
M8,P18,2006/7,3192
M8,P18,2006/9,0
M8,P18,2006/9,2352
M8,P18,2006/10,9140
M5,P18,2005/10,420
M5,P18,2006/1,6922
M5,P18,2006/3,0
M5,P18,2006/6,1344
M5,P18,2006/7,0
M5,P18,2007/1,0
M7,P18,2006/6,84
M7,P18,2006/10,0
M7,P18,2007/1,0
M7,P18,2007/3,0
M1,P18,2006/6,0
M1,P18,2006/10,0
M1,P18,2006/12,2141
M9,P18,2005/7,0
M9,P18,2005/9,10013
M9,P18,2006/1,0
M3,P18,2006/10,0
M3,P18,2007/8,0
M3,P18,2007/8,0
M6,P18,2007/6,0
M6,P18,2007/6,0
M6,P18,2007/7,0
M2,P01,2007/5,0
M4,P01,2005/1,0
M4,P01,2005/1,0
M4,P01,2005/4,0
M0,P01,2006/2,0
M0,P01,2006/9,0
M0,P01,2006/10,4671
M0,P01,2006/11,0
M0,P01,2007/1,0
M8,P01,2005/12,0
M8,P01,2006/8,0
M8,P01,2006/10,-5
M4,P01,2005/12,336
M5,P01,2005/9,0
M5,P01,2005/12,1092
M5,P01,2005/12,0
M5,P01,2006/4,1512
M7,P01,2005/9,0
M7,P01,2006/3,5662
M7,P01,2006/4,73
M7,P01,2006/11,0
M7,P01,2007/1,0
M1,P01,2006/10,182
M1,P01,2007/1,0
M9,P01,2005/7,0
M9,P01,2006/4,0
M9,P01,2006/4,0
M3,P01,2007/6,0
M2,P14,2007/5,0
M4,P14,2005/1,0
M4,P14,2005/5,1506
M4,P14,2005/6,1229
M4,P14,2005/10,0
M0,P14,2006/5,0
M0,P14,2006/9,1008
M0,P14,2006/10,0
M0,P14,2006/10,0
M0,P14,2007/1,0
M0,P14,2007/1,58
M0,P14,2007/2,0
M0,P14,2007/4,0
M8,P14,2005/10,0
M8,P14,2005/12,0
M8,P14,2006/3,16157
M8,P14,2006/3,168
M8,P14,2006/11,0
M4,P14,2005/12,0
M4,P14,2005/12,0
M4,P14,2006/5,0
M5,P14,2006/3,0
M5,P14,2006/3,6132
M5,P14,2006/8,0
M5,P14,2006/9,0
M7,P14,2006/12,0
M7,P14,2007/1,0
M7,P14,2007/2,0
M1,P14,2006/6,0
M1,P14,2006/10,3570
M1,P14,2006/11,-1
M1,P14,2006/11,2739
M1,P14,2007/2,0
M9,P14,2006/7,0
M9,P14,2006/7,0
M9,P14,2006/7,790
M9,P14,2006/11,0
M3,P14,2006/11,0
M6,P14,2007/10,0
M6,P14,2007/10,0
M2,P12,2007/9,0
M2,P12,2007/10,0
M0,P12,2006/2,0
M0,P12,2007/2,0
M8,P12,2006/1,504
M8,P12,2006/4,252
M8,P12,2006/5,0
M5,P12,2005/11,0
M5,P12,2006/2,0
M5,P12,2006/4,232
M5,P12,2006/4,0
M5,P12,2006/6,370
M5,P12,2006/8,0
M5,P12,2006/11,0
M5,P12,2006/11,0
M5,P12,2007/2,0
M7,P12,2006/4,168
M7,P12,2006/6,168
M7,P12,2006/8,0
M7,P12,2006/8,2352
M7,P12,2006/8,0
M7,P12,2007/2,0
M1,P12,2006/3,0
M1,P12,2006/5,0
M1,P12,2006/6,0
M1,P12,2006/10,3780
M1,P12,2006/10,59
M1,P12,2007/1,0
M9,P12,2005/7,0
M9,P12,2006/1,0
M9,P12,2006/2,0
M9,P12,2006/6,0
M3,P12,2007/5,0
M3,P12,2007/5,857
M6,P12,2008/1,0
M2,P05,2007/7,179
M2,P05,2007/12,0
M4,P05,2005/3,751
M4,P05,2005/8,4550
M0,P05,2006/6,0
M0,P05,2006/6,0
M0,P05,2006/11,0
M0,P05,2007/1,0
M0,P05,2007/3,0
M8,P05,2005/11,0
M8,P05,2005/12,0
M8,P05,2006/4,0
M8,P05,2006/6,0
M8,P05,2006/7,0
M8,P05,2006/11,0
M4,P05,2005/12,0
M5,P05,2006/3,0
M5,P05,2006/3,0
M7,P05,2006/11,0
M1,P05,2006/5,0
M1,P05,2006/7,0
M9,P05,2005/8,0
M9,P05,2005/9,1714
M9,P05,2005/12,0
M9,P05,2005/12,227
M9,P05,2006/2,0
M9,P05,2006/9,0
M9,P05,2006/9,1008
M3,P05,2006/10,2772
M3,P05,2007/7,0
M3,P05,2007/9,-94
M2,P28,2007/3,1260
M2,P28,2008/1,0
M4,P28,2005/1,0
M4,P28,2005/3,0
M4,P28,2005/4,0
M4,P28,2005/9,0
M4,P28,2005/10,395
M0,P28,2006/8,0
M8,P28,2006/2,0
M8,P28,2006/8,0
M4,P28,2005/12,471
M4,P28,2006/3,-6
M4,P28,2006/4,0
M5,P28,2005/9,0
M5,P28,2006/6,4797
M5,P28,2006/6,840
M5,P28,2006/7,0
M5,P28,2006/7,0
M5,P28,2006/11,0
M5,P28,2006/11,0
M5,P28,2007/3,0
M7,P28,2006/7,51
M7,P28,2007/2,17
M1,P28,2006/5,756
M1,P28,2006/8,5576
M1,P28,2006/8,212
M9,P28,2005/9,0
M9,P28,2005/11,1101
M9,P28,2005/12,84
M9,P28,2006/9,0
M3,P28,2006/12,0
M3,P28,2007/4,0
M3,P28,2007/5,0
M3,P28,2007/9,0
M2,P24,2007/7,1428
M2,P24,2007/12,0
M2,P24,2008/1,0
M4,P24,2005/6,0
M4,P24,2005/8,101
M4,P24,2005/10,2394
M0,P24,2006/3,202
M8,P24,2005/10,0
M8,P24,2005/11,71
M8,P24,2006/3,16157
M8,P24,2006/4,0
M8,P24,2006/6,0
M8,P24,2006/12,0
M4,P24,2005/12,0
M5,P24,2006/12,0
M5,P24,2007/1,0
M5,P24,2007/3,0
M7,P24,2006/1,0
M7,P24,2006/11,0
M1,P24,2006/2,1680
M1,P24,2006/7,0
M1,P24,2006/10,7476
M1,P24,2006/10,9450
M3,P24,2006/12,1512
M6,P24,2007/11,0
M2,P02,2007/3,0
M2,P02,2007/6,185
M4,P02,2005/1,0
M4,P02,2005/6,17
M4,P02,2005/10,0
M0,P02,2006/10,0
M0,P02,2006/10,0
M8,P02,2006/1,0
M4,P02,2005/12,4169
M5,P02,2006/12,0
M7,P02,2006/3,0
M7,P02,2006/4,5623
M7,P02,2006/6,269
M7,P02,2006/8,0
M1,P02,2006/12,0
M9,P02,2005/8,2500
M9,P02,2006/5,84
M9,P02,2006/7,0
M9,P02,2006/11,0
M3,P02,2007/1,575
M3,P02,2007/3,1289
M3,P02,2007/4,0
M3,P02,2007/9,0
M6,P02,2007/11,0
M4,P19,2005/3,0
M4,P19,2005/4,84
M4,P19,2005/5,0
M0,P19,2006/4,0
M0,P19,2006/7,0
M0,P19,2007/2,0
M4,P19,2006/4,0
M5,P19,2005/12,1815
M7,P19,2005/12,0
M7,P19,2006/1,68
M7,P19,2006/1,0
M7,P19,2006/9,0
M1,P19,2006/12,0
M9,P19,2005/7,0
M9,P19,2006/3,691
M3,P19,2006/12,0
M3,P19,2007/1,168
M3,P19,2007/3,0
M3,P19,2007/4,1680
M6,P19,2007/11,168
M0,P20,2006/2,437
M0,P20,2006/12,0
M0,P20,2007/4,0
M8,P20,2005/12,0
M8,P20,2006/1,0
M8,P20,2006/10,0
M4,P20,2006/2,0
M4,P20,2006/3,0
M4,P20,2006/4,0
M5,P20,2006/1,8251
M5,P20,2006/8,0
M5,P20,2006/10,0
M5,P20,2007/1,0
M5,P20,2007/2,0
M9,P20,2005/11,9711
M9,P20,2005/12,0
M3,P20,2007/2,303
M3,P20,2007/4,0
M6,P20,2007/11,0
M2,P04,2007/9,0
M0,P04,2006/3,53
M0,P04,2006/5,0
M0,P04,2006/5,5590
M0,P04,2006/9,12318
M8,P04,2006/3,0
M8,P04,2006/4,168
M8,P04,2006/10,0
M8,P04,2006/10,252
M5,P04,2006/5,840
M5,P04,2006/6,671
M5,P04,2006/8,0
M5,P04,2007/2,0
M7,P04,2006/6,0
M7,P04,2006/8,0
M7,P04,2007/2,0
M1,P04,2006/4,0
M9,P04,2005/12,0
M6,P04,2008/2,0
M2,P07,2007/5,7140
M4,P07,2005/9,68
M0,P07,2006/7,0
M0,P07,2007/4,-1
M8,P07,2005/9,0
M8,P07,2005/10,168
M8,P07,2006/3,0
M8,P07,2006/5,0
M4,P07,2006/3,0
M4,P07,2006/4,6143
M5,P07,2005/9,0
M5,P07,2005/9,0
M5,P07,2005/12,666
M5,P07,2006/1,0
M7,P07,2006/2,899
M7,P07,2006/12,0
M1,P07,2006/11,0
M1,P07,2006/11,0
M1,P07,2006/12,0
M9,P07,2006/5,0
M9,P07,2006/11,0
M3,P07,2006/12,6384
M3,P07,2007/8,3024
M2,P22,2007/7,672
M4,P22,2005/5,0
M4,P22,2005/8,246
M4,P22,2005/9,31
M0,P22,2007/4,0
M8,P22,2005/9,0
M8,P22,2005/10,0
M8,P22,2005/12,0
M8,P22,2006/5,0
M8,P22,2006/6,1071
M8,P22,2006/9,0
M4,P22,2005/12,1017
M5,P22,2005/10,0
M5,P22,2005/10,0
M5,P22,2006/2,0
M5,P22,2006/7,83
M5,P22,2006/11,0
M5,P22,2007/3,0
M7,P22,2005/10,0
M7,P22,2005/10,0
M7,P22,2006/2,0
M7,P22,2006/2,1344
M7,P22,2006/7,0
M7,P22,2006/10,0
M1,P22,2006/5,0
M1,P22,2006/8,0
M1,P22,2006/8,420
M1,P22,2006/9,168
M1,P22,2006/9,185
M1,P22,2007/1,-3
M9,P22,2005/9,530
M9,P22,2006/4,51
M3,P22,2007/2,0
M2,P15,2007/7,168
M2,P15,2007/7,1428
M4,P15,2005/9,0
M4,P15,2005/9,5822
M4,P15,2005/11,0
M8,P15,2006/3,303
M4,P15,2006/1,2025
M4,P15,2006/1,0
M4,P15,2006/5,0
M5,P15,2005/11,21
M5,P15,2006/1,491
M5,P15,2006/1,2000
M5,P15,2006/7,0
M5,P15,2006/12,0
M7,P15,2005/10,0
M7,P15,2005/11,4226
M7,P15,2006/6,0
M7,P15,2006/8,0
M1,P15,2006/9,86
M1,P15,2006/12,0
M1,P15,2006/12,0
M1,P15,2007/2,0
M9,P15,2005/8,11
M9,P15,2006/10,614
M4,P17,2005/2,68
M4,P17,2005/4,588
M4,P17,2005/7,155
M4,P17,2005/10,-5
M0,P17,2006/3,0
M0,P17,2006/3,53
M0,P17,2006/4,365
M0,P17,2006/5,0
M0,P17,2006/10,118
M8,P17,2006/1,0
M8,P17,2006/2,0
M4,P17,2006/5,0
M5,P17,2005/12,0
M5,P17,2005/12,1435
M5,P17,2006/5,68
M5,P17,2006/5,7648
M5,P17,2006/8,0
M5,P17,2006/9,0
M7,P17,2006/2,17
M7,P17,2006/6,0
M7,P17,2006/10,0
M7,P17,2007/2,0
M7,P17,2007/3,0
M1,P17,2007/2,0
M9,P17,2006/8,0
M3,P17,2007/1,0
M3,P17,2007/5,0
M6,P17,2008/1,0
M2,P30,2007/9,0
M4,P30,2005/8,0
M4,P30,2005/11,0
M0,P30,2006/4,0
M0,P30,2006/5,26
M0,P30,2006/7,0
M0,P30,2006/7,12772
M0,P30,2007/2,0
M0,P30,2007/4,0
M8,P30,2006/2,0
M8,P30,2006/8,1294
M8,P30,2006/10,0
M4,P30,2005/11,0
M4,P30,2005/11,1546
M5,P30,2006/7,48
M5,P30,2006/10,0
M5,P30,2007/2,0
M5,P30,2007/2,0
M1,P30,2006/6,1724
M1,P30,2006/12,0
M1,P30,2007/1,0
M1,P30,2007/2,-1
M9,P30,2005/7,51
M9,P30,2005/11,0
M9,P30,2005/11,4951
M9,P30,2006/2,135
M3,P30,2006/10,0
M3,P30,2007/1,1680
M3,P30,2007/9,0
M2,P03,2007/3,0
M2,P03,2007/4,0
M4,P03,2005/10,34
M0,P03,2006/2,0
M0,P03,2006/7,0
M0,P03,2006/10,1260
M0,P03,2006/12,0
M0,P03,2007/2,0
M8,P03,2006/2,0
M8,P03,2006/3,0
M8,P03,2006/3,1504
M8,P03,2006/7,0
M8,P03,2006/7,68
M8,P03,2006/8,0
M8,P03,2006/11,0
M4,P03,2005/12,0
M4,P03,2006/5,0
M5,P03,2006/5,0
M5,P03,2006/6,671
M5,P03,2006/10,0
M7,P03,2005/12,420
M7,P03,2006/11,0
M1,P03,2006/7,51
M1,P03,2006/7,15927
M9,P03,2006/11,0
M3,P03,2006/10,15960
M3,P03,2006/11,252
M6,P03,2007/10,46320
M6,P03,2007/11,168
M6,P03,2008/1,0
M2,P11,2007/7,0
M4,P11,2005/6,0
M0,P11,2006/9,17
M0,P11,2007/1,0
M0,P11,2007/4,-3
M8,P11,2005/10,0
M8,P11,2005/11,0
M8,P11,2006/1,420
M8,P11,2006/2,11
M8,P11,2006/8,913
M8,P11,2006/8,1386
M5,P11,2006/4,0
M5,P11,2006/7,0
M5,P11,2006/9,0
M5,P11,2007/3,0
M7,P11,2005/10,0
M7,P11,2005/10,0
M7,P11,2006/1,840
M7,P11,2006/9,538
M7,P11,2007/3,0
M9,P11,2005/9,48
M9,P11,2006/2,152
M3,P11,2006/11,21
M3,P11,2007/3,0
M3,P11,2007/7,693
M3,P11,2007/8,-1
M2,P16,2007/7,0
M2,P16,2007/9,0
M4,P16,2005/2,0
M4,P16,2005/3,0
M4,P16,2005/9,2305
M4,P16,2005/9,232
M0,P16,2006/3,1476
M0,P16,2006/4,0
M0,P16,2006/8,0
M8,P16,2006/3,84
M8,P16,2006/5,0
M8,P16,2006/10,0
M8,P16,2006/10,0
M5,P16,2005/11,0
M5,P16,2006/2,0
M5,P16,2006/3,0
M7,P16,2006/3,11
M7,P16,2006/4,91
M1,P16,2006/12,0
M9,P16,2006/4,142
M9,P16,2006/5,0
M9,P16,2006/7,0
M9,P16,2006/8,0
M9,P16,2006/9,0
M4,P27,2005/2,0
M4,P27,2005/5,51
M0,P27,2006/7,0
M0,P27,2006/8,5880
M0,P27,2006/10,1260
M0,P27,2007/2,0
M8,P27,2005/11,1966
M8,P27,2006/11,0
M4,P27,2005/12,5897
M4,P27,2005/12,3332
M5,P27,2006/5,2184
M5,P27,2006/10,0
M5,P27,2006/12,0
M7,P27,2006/8,0
M7,P27,2006/8,0
M7,P27,2006/11,0
M7,P27,2006/11,0
M1,P27,2006/4,0
M9,P27,2006/1,118
M9,P27,2006/2,1546
M9,P27,2006/6,0
M3,P27,2007/2,0
M3,P27,2007/3,182
M3,P27,2007/6,0
M3,P27,2007/7,0
M2,P21,2007/4,698
M2,P21,2007/5,1504
M2,P21,2007/12,0
M4,P21,2005/1,86
M0,P21,2007/2,1344
M0,P21,2007/4,0
M8,P21,2006/8,34
M4,P21,2005/12,888
M4,P21,2006/3,0
M4,P21,2006/4,0
M5,P21,2005/9,0
M7,P21,2006/1,0
M7,P21,2006/7,0
M7,P21,2006/12,0
M1,P21,2006/3,0
M1,P21,2006/9,0
M1,P21,2006/10,59
M1,P21,2006/11,0
M9,P21,2005/9,0
M9,P21,2005/12,0
M9,P21,2006/6,12
M9,P21,2006/11,0
M3,P21,2006/11,1593
M2,P06,2007/3,0
M2,P06,2007/4,101
M4,P06,2005/1,84
M4,P06,2005/2,84
M4,P06,2005/5,0
M4,P06,2005/7,0
M0,P06,2006/3,1476
M0,P06,2006/4,0
M0,P06,2006/4,7048
M0,P06,2006/7,0
M0,P06,2006/11,563
M8,P06,2005/11,0
M8,P06,2006/2,17
M8,P06,2006/3,504
M8,P06,2006/7,168
M4,P06,2006/1,0
M4,P06,2006/3,0
M5,P06,2006/3,0
M5,P06,2006/5,1311
M7,P06,2005/10,0
M7,P06,2006/6,68
M7,P06,2006/11,0
M7,P06,2007/1,0
M1,P06,2006/4,0
M9,P06,2006/3,0
M9,P06,2006/8,2100
M3,P06,2007/2,840
M4,P23,2005/7,155
M4,P23,2005/7,1235
M0,P23,2006/2,0
M0,P23,2006/3,0
M0,P23,2006/12,0
M8,P23,2006/1,-1
M8,P23,2006/3,49
M8,P23,2006/5,91
M8,P23,2006/8,336
M8,P23,2006/9,2520
M8,P23,2006/11,219
M8,P23,2006/11,0
M4,P23,2006/2,0
M4,P23,2006/2,689
M4,P23,2006/2,0
M4,P23,2006/3,0
M5,P23,2005/11,61
M5,P23,2006/5,0
M5,P23,2007/2,0
M7,P23,2006/4,64
M7,P23,2006/9,0
M7,P23,2006/9,3444
M1,P23,2006/2,0
M1,P23,2006/7,6072
M1,P23,2006/11,0
M1,P23,2007/1,0
M9,P23,2005/7,0
M3,P23,2006/10,0
M3,P23,2007/1,622
M3,P23,2007/8,34
M6,P23,2008/2,0
